text,label,label_text
"Okay so we decided to give good ol' Long Wongs another shot. After we were in there meeting friends for a drink, we saw a couple of their pizza's and they looked ...awesome. We decided to go back a couple days later to pick up a pizza. It was actually one of the better pizza's I have had recently. We've been back several times over the last two months and haven't had a bad meal yet.",1,positive
Best pizza in Sun Prairie!,1,positive
Not THE best pizza I've ever had but the best pizza in the area :) Try the pesto pizza! For about $7 you can get 2 slices and a drink.  Not that bad.  Whole pies are a bit pricier than the corporate go to's but this place is way better and the pizzas are HUGE (as well as the slices)! They're deserts are really good too and they have a really large selection of drinks.  Yummmmmyyyy!!!!!!!,1,positive
"Oh Ian's Pizza how I wish you lived near me... oh who am I kidding... how I wish I lived near YOU.  I can only speak for the kalamata mozzarella slice and it was mother frickin' frackin' delicious.  That is a damn 5 star slice o' pizza.  So good.  So amazingly good.  I could eat a slice every day good.  Oh right, I had a bite of a mushroom something or other pizza - deeeeelicious as well.  Health-wise, It's probably best we aren't neighbors.",1,positive
I always get the chicken Marsala her so good! Other favorites are spaghetti and meatball and chicken alfredo. I am not a big pizza eater but my family is so to find a place where I can have good pasta and they can eat pizza is a definite plus! Service is always really good and I have never had to wait to be seated.,1,positive
"I love the selection of pizza here, 2 of my favorites are the buffalo chicken and the macaroni & cheese.",1,positive
"Pizza Fiesta surprisingly delivered out to us in Beechview, and the pizza was excellent as was the hoagie. I liked the Sugar Balls too.",1,positive
Hole in the wall pizza places are the best. No where to sit but it was nice outside. \nMushroom and sausage pizza was awesome. Fresh ingredients. Thin sliced. Wonderful pizza. Crust was good but I've had better so 4 stars.,1,positive
If you smoke this is a great place my eyes were burning the minute I walked in the door,0,negative
"For a furniture store this place gets a score of zero stars as they don't have any.\n\nAs a home decor store I give it a two, because at least they carry those items, atrocious as they may be to the senses. \n\nWe walked in and right out, as the smell of something (candles? Potpourri? Formaldehyde?) was so overwhelming I had to get out of there ASAP. \n\nMaybe you'll have better luck or not as sensitive of nostrils. Regardless, definitely not a furniture shop.",0,negative
Yelp reviews made this place sound neat. The place has no ventilation . I walked in for 30 seconds and walked right out.  I am pretty sure I got cancer !,0,negative
"Since we received a canned response here on Yelp, we contacted corporate who were appalled at the situation and lack of follow-up by the management in Scottsdale. They apologized profusely and were deeply disgusted about the chimneys being lit on patios, especially around young children. They offered a partial refund,",0,negative
"Vehicles stink because they allow customers to smoke in them! Unless you enjoy the smell of cigarette smoke, pick a different company.",0,negative
"Great atmosphere & delicious drinks, but this place reeks of cigarettes. The stench is overwhelming & is the only reason I probably won't return.",0,negative
"For a furniture store this place gets a score of zero stars as they don't have any.\n\nAs a home decor store I give it a two, because at least they carry those items, atrocious as they may be to the senses. \n\nWe walked in and right out, as the smell of something (candles? Potpourri? Formaldehyde?) was so overwhelming I had to get out of there ASAP. \n\nMaybe you'll have better luck or not as sensitive of nostrils. Regardless, definitely not a furniture shop.",0,negative
check it out I was taking my family and some friends to eat and was finishing smoking my cigarette in the parking lot. I was told I could not smoke on the lot. Won't be eating here again. In Goodyear Az,0,negative
"Stayed here four times over five years. Each time it got worse. Was assigned a smoking room when we specifically asked for nonsmoking. They had a convention and said no other rooms were available. The room stank of smoke, was filfthy dirty with cigarette burns on the furniture, drapes and bedspread.  There were no toiletries. Asked front desk for housekeeping and they never came even after two requests.\nStay away!",0,negative
"From the minute you walk in, it smells like one giant cigarette. I don't want that in my day, so I will never go there again, and neither will those that know me.",0,negative
Needs an extreme makeover - the place is smoky and not worth a try.,0,negative
They added a 250 smoking charge when I don't even smoke.,0,negative
"Went today... Pretty slow but service was terrible. Waited quite a while for my hookah, asked for an extra coal because I was short on time and they don't start it for you. Had to wait another ten minutes while I waited for them to heat the coal on a burner, rather than other places that get it smoking for you and have coals ready out back. I go to lounges for the service, if I wanted to take care of it myself I would just smoke at home. Will not be back.",0,negative
"It is very, very smoky in here. Extremely poor ventilation. The smell stuck to me for hours and we only stopped in for 10 minutes to pick someone up.",0,negative
I was at the joker last night with a good friend of mine.  \nWhen we came in no body said hello so we took a sit.  \nWe waited for 10-15 min for attention. \nThe hookah didn't last long and didn't have a lot of flavor or smoke.  \nWe usually go to a deferent hookah lounge but we were around there so we wanted to try this place.  We didn't like it as we'll because it is sooo loud.,0,negative
"If I could give a 0 star, I would.  This tribe has no respect for those who don't smoke.  There is not ONE single non-smoking area in the whole place....not even in their Cholla fine dining restaurant (see separate review) which is a definite 4 star.\n\nNever again!",0,negative
Looked great online and decided to go in!! My friends and I were looking for somewhere fun and relaxing to go... Got to say I was pretty disappointed! Coals took forever and the sheesha was low quality! Went from fresh thick smoke to burnt in less then 5 minutes! Won't be coming here again!,0,negative
We went in for the steak and shrimp advertisement that was posted outside but it was so smoky we couldn't even go in and stay. We went upstairs to the buffet it looked ok not very many selections though so after dealing with the smoke and the not so plentiful Buffet we decided to take off,0,negative
"This place is pretty trashy, I'd rather smoke my hookah at home.",0,negative
"NO VAPE, EVEN OUTSIDE !\n\nI am no \""""power vaper\"""", I just enjoy a little nicotine with my after work beverage.  Pretty good Belgian tripel, really bad policy decision.  We won't be back.",0,negative
"Went to check in to our non-smoking room, when we got to the desk we found out they put us in a smoking room. They said they could put us in a handicap accessible room. It was unclean and the entire place smelled like stale cigarettes.",0,negative
"I love Caesar's Palace and the Forum Shops. I always stay here when i'm in Vegas, but I am still waiting for them to ban smoking indoors. It's ridiculous that in 2014 you can still smoke indoors. I hate that when I come to EVERY casino I smell like a dirty ashtray and my sinuses swell and I feel like shit. Seriously, why people???? Ban smoking and you get 5*!",0,negative
If you hate the smell of cigarette and incense don't stay here. WiFi is not free ($11.99) at all as advertised.  The room keys does'n't work most of the time and I had mine replaced twice today. It is really  frustrating and I will never stay here again.\nOnly nice thing to say about this place is the workers are nice and helpful but otherwise go somewhere else if you are concern about your health.,0,negative
"Ole Smokehouse, closed with a big For Lease sign on the building. Rat's ass.",1,positive
Ventilation is horrible. I feel like I smoked 3 packs of cigarettes just walking across the casino. Need major upgrade.,0,negative
Great place to get your smog check done. I was there during lunch time. From start to finish it took 10 min. There is a coupon online from their website. Make sure you present the coupon before the smog or they may not honor it. Professional staff as well. I will go back there from now on.,1,positive
After a year of weekly coffee dates with my husband and meeting friends and clients here we refuse to go back because of a group of business owners from a local shop who seem to just hang out there all day and smoke within the legal boundaries and they don't seem to be able to control these repeat offenders. If they can't control these repeat offenders we won't be back. Sad because we really liked this store.,0,negative
There was cigarette smoke coming out of the ventilation system in my non-smoking room the entire stay.  Gross!  Don't stay here.,0,negative
ONLY COME HERE STRICTLY FOR PAGEANTS--\n\nI requested a NON smoking room but they placed me in building 11 which was a SMOKING room-- the manager is an asshole and wouldnt move me to a different building because he was FULL. I have kids-- in smoking rooms-- WOW!\n\nWish our pageants werent held in this hotel-- I hate this place.,0,negative
They had a ladies night here a few weeks back. A male review. The facility is old and needs to be re done. \nLike the first reviewer it definitely has a smell. I'm not sure of balls and ashtray but its something alright. I'll pass on the next event they offer here.,0,negative
Walked in...overwhelmed with cigarette smoke...walked out,0,negative
It's great if you want to smell like an ashtray after you leave. Is that even legal to smoke where food if served? Disgusting!,0,negative
Stay away!  My room reeked of cigarette smoke even though it was supposed to be non-smoking.  I couldn't sleep there but was told no other rooms available.  Guy at front desk was kind enough to cancel my room so I could go elsewhere.  But days later management charged me for room anyway!  Stay away!,0,negative
"If you don't mind in eating a room that smells like an ashtray, you'll love it.  The kitchen fans pull the cigarette smoke thru the space from the casino floor.  After a meal you smell like you smoked a pack",0,negative
hookah was always harsh the moment it was brought to our table. didn't have a good time here. the place seems to advertise that they specialize in hookah but it only looks like a side feature.,0,negative
"Spazzing bartender started a shouting match with some friends of mine. If you like the smell of sewage over cigarette smoke, then this place is for you.",0,negative
Great place to get your smog check done. I was there during lunch time. From start to finish it took 10 min. There is a coupon online from their website. Make sure you present the coupon before the smog or they may not honor it. Professional staff as well. I will go back there from now on.,1,positive
Horrible service and hookahs took 40 mins to bring out ! What type of lounge operates like this,0,negative
They leave the roll up door between the bar and the smoking patio wide open so you can enjoy the cigarette smoke while you eat.,0,negative
I have eaten here for years and it is usually pretty good.  But it it smokey as fuck.  They need to get their hood fixed or upgraded for the health of their employees and patrons.  Surprised it would be up to code in its current state.,0,negative
"I can't even guys, I mean really.  There were people huddled around the front door smoking.  The service was slow, they give these thin little slices of bread when you pay for extra bread and get a COLD lil tiny slice.",0,negative
Always people smoking right by front door.  Avoid this Starbucks!,0,negative
"Was not impressed by their limited flavors, tobacco was to hoarse, made everyone cough. Needs to be decorated, very plain, but nice staff",0,negative
They added a 250 smoking charge when I don't even smoke.,0,negative
the beer and food are good but the fact that this place allows smoking period is completely unacceptable.,0,negative
It smells like cigarettes. If I didn't know better I'd think I was at the Four Queens.,0,negative
I have eaten here for years and it is usually pretty good.  But it it smokey as fuck.  They need to get their hood fixed or upgraded for the health of their employees and patrons.  Surprised it would be up to code in its current state.,0,negative
"I have generally had good experiences with clean air cab- on time, easy to book... I also like that the fleet is consistent (Prius, not random personal cars). But my cab this morning wreaked so badly of cigarettes, I could literally smell it as I was approaching the cab. Now I smell of cigarettes as I am about to get on my plane. Feels a bit ironic- \""""keeping the air clean while suffocating its passengers with the smell of cigarettes.\""""",0,negative
"this place sucks! everywhere you go has the smell of cigarette smoke, even in your room! the ceiling was leaking water, ventilation was crap, floors in the room were stained and nasty, and it's a damn maze just to find your room.",0,negative
Not impressed with the hallways that wreak of cigs... And it comes through the vents when the cooling system is on. Otherwise it could have been okay. I hate second hand establishments... Free cancer is on the free breakfast menu I guess.,0,negative
"I I ordered charcoal cabin filters but when the parts arrived, 2 boxes looked like they went through the trenches.  When I opened them, no more like they just fell out the boxes, they were NOT charcoal activated filters  I wrote them and waited 2 weeks, did not hear from them.  I won't be buying from them again!",0,negative
TOO MUCH SMOKE IN THE POKER ROOM....Poker room is too small and lame.  There is too much smoke drifting in from the slot area,0,negative
"Stayed here four times over five years. Each time it got worse. Was assigned a smoking room when we specifically asked for nonsmoking. They had a convention and said no other rooms were available. The room stank of smoke, was filfthy dirty with cigarette burns on the furniture, drapes and bedspread.  There were no toiletries. Asked front desk for housekeeping and they never came even after two requests.\nStay away!",0,negative
"I love Caesar's Palace and the Forum Shops. I always stay here when i'm in Vegas, but I am still waiting for them to ban smoking indoors. It's ridiculous that in 2014 you can still smoke indoors. I hate that when I come to EVERY casino I smell like a dirty ashtray and my sinuses swell and I feel like shit. Seriously, why people???? Ban smoking and you get 5*!",0,negative
hookah was always harsh the moment it was brought to our table. didn't have a good time here. the place seems to advertise that they specialize in hookah but it only looks like a side feature.,0,negative
If you hate the smell of cigarette and incense don't stay here. WiFi is not free ($11.99) at all as advertised.  The room keys does'n't work most of the time and I had mine replaced twice today. It is really  frustrating and I will never stay here again.\nOnly nice thing to say about this place is the workers are nice and helpful but otherwise go somewhere else if you are concern about your health.,0,negative
I gave up on Carolina Asthma and Allergy.,0,negative
this place is sooooo smoky! i almost had to cancel my stay after arriving here lol,0,negative
Cant smoke cigars on patio but can smoke cigarettes.  Makes loads of sense.  Wont be back.,0,negative
"It is very, very smoky in here. Extremely poor ventilation. The smell stuck to me for hours and we only stopped in for 10 minutes to pick someone up.",0,negative
The food might be good here but I couldn't have stayed to eat anything. The place was so smokey I had to leave. I was surprised an establishment in the city was allowing smoking. I thought there was an ordanance about that?,0,negative
"Reserved a non smoking room, was given a \""""smoking optional\"""" room.  The smell is horrible.  I expected a little nicer room given how fancy this hotel appears but there are cigarette burns everywhere, even in the bathtub.  I've never stayed in a hotel room that didn't provide a coffee maker. The bathroom is nice-the mirrors are quite kind. The beds are comfy.",0,negative
Reserved a non-smoking room and they could not accommodate when I checked in. I will never come back.,0,negative
Yet again another smoke filled disappointment thanks yelp for the recommendation! I prefer not to smell smoke as I eat or do anything in my life.,0,negative
"if you are a non smoker you will not want to be on the bottom floor, they smoke right outside the door on the patio with the door open, the staff & smoker patrons will not let you keep the door closed & if you try  you will be verbally assaulted. You are forced to breathe their carcinogens. . The staff is very unfriendly they act like they hate their jobs even when you tip well..",0,negative
"This place, mainly \""""Mark\"""", including some of the senior staff, are really rude and snoby. For smog check go to the place across from the police station on rainbow and windmill. They have a really good attitude there and don't keep you waiting!",0,negative
"This place is pretty trashy, I'd rather smoke my hookah at home.",0,negative
"Requires you the purchase everything from drinks, and extra fees for people who aren't even smoking. Seriously? This place I do not recommend at all. Try a different hookah place.",0,negative
Attempted yesterday evening. . This is a smokers paradise.  There is no way for a non smoker to escape. . This appeared to be an all outdoor patio experience.  The bar is the centerpiece with tables in the surrounding perimeter.  Most people at the bar were smoking and one table. Called my friends that were on the way and changed plans. .,0,negative
Maybe the employees shouldn't use the main entrance as their smoking area. Was disgusting having to walk through the 2nd hand smoke of 5 employees right outside the main entrance. \nKosher deli is nice.,0,negative
"I I ordered charcoal cabin filters but when the parts arrived, 2 boxes looked like they went through the trenches.  When I opened them, no more like they just fell out the boxes, they were NOT charcoal activated filters  I wrote them and waited 2 weeks, did not hear from them.  I won't be buying from them again!",0,negative
"Spazzing bartender started a shouting match with some friends of mine. If you like the smell of sewage over cigarette smoke, then this place is for you.",0,negative
"Why So smoky? It's like cheech and fucking chongs house in here. Visible plumes of smoke bellowing from ac vents directly above the line of people. Pregnant women and their children inhaling the noxious fumes. Not to mention subjecting your employees to that for hours at a time. \n\nTurkey sandwich, flavorless. Something is wrong here.. I'm completely stoned and it still tastes bland. The smoked mtn dew was good.",0,negative
Reserved a non-smoking room and they could not accommodate when I checked in. I will never come back.,0,negative
What's the point of reserving a non smoking room when you only have smoking rooms available?  I can't breathe!!!!!  This is disgusting!!!!!,0,negative
Reserved a non-smoking room and they could not accommodate when I checked in. I will never come back.,0,negative
"I have read many, many reviews about SMOKE and finally had the chance to go.  Simply amazing.  Flavors of nearly all tacos (a group of us shared six) were extraordinary.  Mac & cheese as a side for tacos?  Hell yeah - creamy and delicious with a nice sharp bite at the end.  Waitress was excellent as well.\n\nAs you already know from other reviews:  cash only and BYOB.\n\nWith so many good things to say, we were astounded to be the only patrons much of the visit.  (4:30-5:45 on a Sunday).  WHERE ARE YOU PEOPLE?",1,positive
I was at the joker last night with a good friend of mine.  \nWhen we came in no body said hello so we took a sit.  \nWe waited for 10-15 min for attention. \nThe hookah didn't last long and didn't have a lot of flavor or smoke.  \nWe usually go to a deferent hookah lounge but we were around there so we wanted to try this place.  We didn't like it as we'll because it is sooo loud.,0,negative
"Tax free smokes!! yeah I'm a picker,and I'm a Grinner, I'm a lover and I'm a sinner . . . Playin' my music in the sun.!!!  \n\nblah blah blah . . . Tax free Cancer stixx . . . . . . . they ain't without me when I'm doin' my TriXX . . . .uhu!",1,positive
We went in for the steak and shrimp advertisement that was posted outside but it was so smoky we couldn't even go in and stay. We went upstairs to the buffet it looked ok not very many selections though so after dealing with the smoke and the not so plentiful Buffet we decided to take off,0,negative
"If you don't smoke, don't stay here. One of the smokiest casinos if been in. What happened to the LV clean air act? When the A/C comes on in the room you can still get a strong whiff of smoke coming up from the casino. You won't find me coming back again.",0,negative
too much smokers. we smell like a homeless person when we left. our eyes were red and i cough most of the time,0,negative
I was at the joker last night with a good friend of mine.  \nWhen we came in no body said hello so we took a sit.  \nWe waited for 10-15 min for attention. \nThe hookah didn't last long and didn't have a lot of flavor or smoke.  \nWe usually go to a deferent hookah lounge but we were around there so we wanted to try this place.  We didn't like it as we'll because it is sooo loud.,0,negative
"Stayed here four times over five years. Each time it got worse. Was assigned a smoking room when we specifically asked for nonsmoking. They had a convention and said no other rooms were available. The room stank of smoke, was filfthy dirty with cigarette burns on the furniture, drapes and bedspread.  There were no toiletries. Asked front desk for housekeeping and they never came even after two requests.\nStay away!",0,negative
"Why are there kids bicycles outside the smoke shops? If you walk inside you'll notice pipes and bongs everywhere...is this what we need in our neighborhoods? We should put smoke shops, pawn shops, check cashing stores, title loan places away from residential areas.  These smoke shops are all Indian people from the Mideast...are these guys the experts or what????? Lol",0,negative
"This was my third time staying at TI. The first two times were great, this last time not so much. Other casinos do a better job managing the smell of cigarettes. What really bothered me was the lack of AC in my room the first two nights. I was finally moved to a room with functional AC on the third night after repeated complaining. Too many hotels in Vegas to have to put up with this again.",0,negative
Very rude front desk clerk. Have a smoking room when I requested a non smoking room. Will not be coming back to this one.,0,negative
"....Sorry the offensive smoke in the casino intolerable...is there something wrong with your ventilation system....and that damned computerized everything in the room....I know you wish you didn't have it, but it's too late, you'r stuck with it....when I pushed the wrong button all the lights in the unit went out...including in the bathroom where my wife was just getting out of the bathtub...that iced it for me...checked out...",0,negative
"not a place for nonsmokers. the minute you walk in to check in, the nasty cigarette smell linger all over you. we were having a hard time breathing, our eyes turn red and smell like a smoker.  anywhere you want to go, you have to pass the nasty smoker smell. don't bring your kids here.",0,negative
There was cigarette smoke coming out of the ventilation system in my non-smoking room the entire stay.  Gross!  Don't stay here.,0,negative
"Requires you the purchase everything from drinks, and extra fees for people who aren't even smoking. Seriously? This place I do not recommend at all. Try a different hookah place.",0,negative
"Vehicles stink because they allow customers to smoke in them! Unless you enjoy the smell of cigarette smoke, pick a different company.",0,negative
"Technically.... you are NOT allowed to smoke in this section, because when you leave the forum shops, it says \""""Thank you for not smoking\"""" or something like that. 4 stars for the old school-ness of the forum shops.. and the totally AWESOME statue show.",1,positive
Went to Macayo's order the Baja pizza. Worst ever no longer a fan of there food. All it had on it was some spicy cheesy sauce and I ordered it with pork instead of chicken.  To my dismay the amount of pork could fit on a teaspoon. They used to have a happy hour that was not present @ happy hour. Also found out there well tequila was piss poor. So order a premium Margarita. Good luck on quality of food!,0,negative
"Sopes Pastor, yum.\n\nTotally delicious marinated pork with Mexican cheese, lettuce, tomato and avocado. Very filling for $3.50. Mango Jarritos soda, a real treat. Next time I will eat a burrito. Looked large and the one sopes was plenty.\n\nRustic but comfortable. Mexican TV in the background. Restaurant portion of store hidden in the back.  Tricky strip mall to find. Worth the effort.\n5 star food, 4 star ambiance and service.",1,positive
SOOO GOOD!!! I always get the 4 piece spicy. Perfect every time. You won't be disappointed. It's also a convenience store with a really good selection of drinks =],1,positive
"If you need some delicious authentic Mexican food Pepe's is the place for you.\n\nThe Carnitas de Puerco, slow roasted pork in their delicious green sauce is out of this world. The Enchiladas de Pollo con Mole is fantastic too! It seems that if you close your eyes and point you will be rewarded with something incredibly yummy.\n\nIf you are tired of the same old chimichangas and the like head over to Pepe's for a taste of Mexico.",1,positive
Must try the guacamole...and their pulled pork dishes are phenomenal!! I have yet to eat anything bad from here. Very authentic and very good. They make the guacamole fresh right in front of you.,1,positive
"Great specials, the carne asada  burrito, at great prices. Loved the free chips and salsa plus the ASU student 10% discount. Clean, friendly, and great service. Best Mexican food near ASU!",1,positive
"Love that they are open 24/7 and that they will give me a burrito without the tortilla.  Their Carne Asada burrito sans the tortilla is a plate of meat, guacamole, and pico...so good. \n\nIf you can eat carbs, which I don't, go for the cheese enchiladas. I miss those.  They are quite tasty!",1,positive
Tuna tostada is the s*#t! A must every time we go! \n\n on the appetizer menu there's little tacos dorados with guajillo sauce and queso fresco- sooooo good! \n\nTortilla soup is nice \n\nMy husband is Mexican and a chef and he is always satisfied when he comes here...,1,positive
Amazing chile rellanos!  This is the place to get authentic New Mexico style green chile dishes.  \n\nTheir fry bread is delicious as either a taco or dessert.  I haven't had a bad meal here.  They offer chips and great salsa if you eat in.  My family loves this place and it is our go to mexican place.  \n\nIt is tucked away in a corner of a strip mall that you can't see from the street.  It is a great find and once you know where it is you will keep coming back.,1,positive
"We had our local \""""Lunch Club here on Wednesday and everyone had the Taco Buffet. I was surprized when I saw all the other items in the buffet. I tried a little of everything and loved it all. They have a nice side room if you want to hold a meeting or event like we did. The service was prompt and they handled our group of 35+ without a hitch. Thanks, We'll be back often!!",1,positive
"Carne Asada Burrito is top-notch!! Their tacos are awesome too. It's basically a food truck with tables under an awning in the parking lot of Charlies Bar. Nice employees, good food, can get extremely busy so be prepared to wait at peak times. Highly recommend.",1,positive
Tried this place based on a friends recommendation and yelp reviews. This is a place that holds true to its reviews. It is located inside a gas station. The portions are huge and the food is delicious. We ordered carne asada nachos and chicken tortas. Both were amazing! I would definitely come here again! Move over Robertos. My new favorite mexican joint. Oh and the tortilla chips are the freshest I've ever had! They are cooked to order!! I don't know how many restaurants can say that.,1,positive
"Not a bad spot for some quick southwestern food!  I got the carnitas burrito with lime-Cilantro rice, pinto beans and the rest of the fixings and it was very good!  The chips and salsa are good and everything is fresh! I really like that their meats don't have any antibiotics or hormones! You get a lot for your money.",1,positive
Five Star Food!!! -hidden under Esplanade Theater the chips & salsa will blow your mind and are a fabulous way to prepare you for what's about to hit your pallet when your order arrives!!! -ITS A MUST DO!,1,positive
"Mad Mex offers vegetarian burritos with seasoned tofu that are pretty good.  \n\nIt gets pretty crowded and noisy, so keep that in mind.",0,negative
"I have been eating at Filibertos for years, but this place beats the Filis on Union Hills in quality, price, and service. It's my new goto burrito shop in the NW valley.",1,positive
"I LOVE Super B Burrito! This is what a true Mission District of San Francisco Burrito is supposed to taste like! Super Fresh, Super Delicious! I get a taste of home every time I eat at Super B.",1,positive
"Duck tacos! Their pizza is horrendous, don't even think of getting it. Duck tacos! Grilled asparagus! Cotton candy! Oh, and duck tacos!",1,positive
"The standard chain burrito joint, that lacks flavor and is way overpriced. The burritos are very wet, meaning by the time you eat half of it, the other half will fall apart so ask for a fork.",0,negative
"Yum!! I've only eaten the quesadilla with cheese and guacamole, etc.. in it, to which I cannot remember the name. Because it's so delicious I can't go there without getting it or trying something else, lol. Chill atmosphere and vibe.. friendly staff.. and yummy food! Slightly pricey but worth the occasional visit. :)",1,positive
"My Husband and I had lunch today at Federicos, he loves their Fish burritos, they are huge  !  we live in scottsdale, but visit this mexican restaurant often, so worth the drive!   they also have good green chile !  they make their beans with soy, so they do  taste a little different !! this place is very clean also !!   good food ! good prices !",1,positive
"Hidden in an old Chinese restaraunt, this spot has GREAT Peruvian style roasted chicken. The plantains are also spot on. Cheap and quick, it's not much for atmosphere but a great place to stop on the way home and grab some chicken and a salad (try adding avocado to your salads). At least a handful of my friends love going here whenever their in town. Definitely worth it.",1,positive
"my go to mexican restaurant now!  inexpensive and delicious!  everything is very fresh and well prepared.  I typically get the chicken taco with their homemade tortilla, the bean tostada, and the ceviche tostada.  their ceviche is the best I have had in the city.  not to mention their salsa is always fresh, a little hot, and very good with the free chips.  ummmmm!!!",1,positive
"I found this place through Yelp and I'm glad I did. It's on the small side and it's super busy but service is quick and the food is good. They really have a variety of things to order from breakfast stuff to quesadillas, to burgers and pitas. For me I gotta have the jalapeno burger which is always cooked perfect. It's hard to find a place that doesn't over cook their burger meat.",1,positive
"Gotta love Salsarita's, one of my favorite lunch spots.  Fresh food, great salsa, great prices!  My only suggestion would be to add grilled fish taco's to the menu.",1,positive
"Not a bad spot for some quick southwestern food!  I got the carnitas burrito with lime-Cilantro rice, pinto beans and the rest of the fixings and it was very good!  The chips and salsa are good and everything is fresh! I really like that their meats don't have any antibiotics or hormones! You get a lot for your money.",1,positive
My favorite by far!  I travel once a week thru airport and always make sure to stop by. I get either the chicken enchiladas or the carne asada burrito with green chili sauce.  Always fresh and tasty. Highly recommend!!,1,positive
"Carnitas huevos rancheros. Oh so good. And our server Natasha was fabulous. I love the concept that on busy days if you need anything,  all you do is flip the sign and the servers know you need help. Genius! Wish one was in my neighborhood. ..",1,positive
"I've been going to Macayo's for probably 30 years. I love it. The TCT is extra yummy. I usually get either the shredded beef burrito enchilada style or chicken fingers, both delicious. I also used to get the gringo cheeseburger which was always good as well. My husband loves the Sonoran Wings spicy.",1,positive
We enjoy eating at this Mexican Restaurant a couple of times a month.  You are served Hot Giant Tortilla Chips with Fresh Tasty Salsa before every meal.  I've tried several dishes but one of my favorites is the Chile Verde.  My husband usually gets whatever the special is for that day and it's always delicious.  The Restaurant is open to the Bakery so it's hard to pass up on a dessert.  The service is always personal and friendly.  This Restaurant is located on 6055 E Lake Mead Blvd and I would say give it a try.,1,positive
Love their breakfast burritos!! Haven't tried anything else there but very happy with the breakfast!!,1,positive
"Eh asada burrito was unimpressive and bordering on bad but I also adjusted since it's airport food...  Also, it was closing very soon, so maybe it was just a bad batch.\n\nUnfortunately won't recommend =P",0,negative
"This place is awesome!  I walked by it during the Tempe Arts Festival.  A paleteria on Mill Ave?!  I just had to walk in.\nI chose a Nuez paleta because that has always been my favorite flavor.  My dad hails from Michoacan, MX where these paletas originated, so I've had quite a few in my life.  It was a little different than what I'm used to, mainly because the nuts used were much bigger than usual.  This wasn't a bad thing at all though.  In fact, the paleta was delicious and I would definitely recommend this place.",1,positive
"Taco Bell... I favor the #7 and #8. Sometimes with nachos, sometimes with a burrito. However, a #8 with a burrito is like 1375 calories if you choose soda with your included drink. I think it's worth it sometimes... Other times I shudder the thought.",1,positive
"I love Mexican food. Especially when it's Real Mexican food and this place is great. Been to a place similar so we tried the al pastor tacos and burrito. So good! All the salsas were great and spicy, also got the Mexican style corn and my boyfriend inhaled it! Can't wait to try the quesadilla, bowl and vampiro, it's far but worth it !",1,positive
"I've been going to Pedro's for over 20 years. This place is outstanding. From the chips and salsa to the sopapillas you can't go wrong. I typically get the stuffed quesadilla, the best in the biz. However, everything is good. \n\nAlso, ask for the pico de gallo to spice things up a little. They don't bring it to the table unless you ask for it but it is awesome. Great with chips or on your meal!! Enjoy!!",1,positive
I lucked out finding Tortas El Rey. The food is always fresh and delicious and the staff is friendly.  I suggest the chicken quesadilla. It is served with beans and guacamole inside the quesadilla and is awesome.,1,positive
"Originally being from Ft. Worth, I completely appreciate the food at Casa Rita's - authentic TexMex in the tradition of the Mexican Inn. It has been open a little less than a year but it good. I love and miss brisket and I can get my fix here with their enchiladas and tacos.\n\nIf you get a chance to try it, get a side of the spicy slaw. It is a good bit spicy but it's great on the soft tacos or just as a side. House made salsa also makes this place an up and coming gem in town.",1,positive
"Best bean and cheese burrito. Ever. And it's vegetarian friendly. Please go try the burrito, I'm on the other side of the country and can't -- you can. Go right now. \n\nI literally drive straight to America's when I fly into Phoenix for business.\n\nThe newer site on 7th ave is less busy. If you're in a hurry, call ahead - they do carry-out fast!",1,positive
"Sneaked into Las Vegas last month (Lol! Many of you know why!) and indulged Roberto's! It's fresh and fast. I saw the three orders before, the Carne Asada fries, I had to try them. Delicious. So delicious that I had to take one of my chicken tacos back to my hotel. I had those carrots and peppers before and packed up almost a 1/2 pint! My only wish Roberto's was north of the boarder in San Francisco!",1,positive
"I love Baja Miguel's for lunch.  They have a lunch special for $8.95, which consists of two items, beans and rice, fideo soup, and a margarita (or substitute drink).  Since I am usually here during my work lunch break, I get a virgin margarita, which is still delicious.  They also bring out chips and dip pretty much as soon as you sit down.",1,positive
"I had the Pollo Torta...and for $7, it is an insanely large sandwich with mounds of fresh chicken and delicious condiments (like the black bean spread or the fresh cabbage).  You've gotta ask for the \""""avocado crema\"""" to be added to whatever you order!  I was thoroughly satisfied, and am excited about its great location downtown!",1,positive
"The customer service here almost tops the food, frank is just a cool dude all around and will lay the details out for you if your a first timer. I say go for the chicken torta with side beans and rice. You can't go wrong with anything here though honestly.",1,positive
I love Macayos.  Traditional authentic Mexican food yet still very unique.  Love all the bright colors and atmosphere.  THE BAJA CHIMI!  For that matter anything on their menu with the Baja sauce is to die for.  Really like the salsa.  Good margaritas too.,1,positive
"I ate at the original barrio cafe on 16th which was very good and interesting (maybe a little overpriced) but definetly recommended.  The airport barrio cafe was like the owner lost control of the car and drove off the road that has taken them to success.  I ordered a burrito (don't remember which) but it was soggy, with what tasted like canned chicken and a ton of sour cream.  Nasty!!",0,negative
Tried this place the other day and had the green Chili and pork burrito combo (Uno on the lunch specials).  The portion was a good size and it is served with rice and beans.  They also serve chips with bean dip and salsa while you wait for your order.  This is going to be my go to Mexican restaurant in town.,1,positive
